NUTSID,NUTSName,Year,CDUCSU,SPD,B90GR,PDS,FDP,REP,BFB,Graue,DP,APD,STATT,PASS,BP,Forum,PBC,Natur,DSU,NPD,CM,CL,Autonome,BSo,PEAD,BSA,FAMILIE,Other,Electorate,Votes,Validvotes,Invalidvotes
DE111,"Stuttgart, Stadtkreis",1994,83118,62710,41131,2173,15569,16734,2479,1842,2811,1243,1865,264,279,297,795,644,60,285,376,276,258,264,76,46,0,11681,375099,241831,235595,6236
DE112,Böblingen,1994,62611,37802,23942,712,8866,9366,1542,1003,1415,1211,1933,183,258,142,1134,490,57,331,502,408,146,69,28,27,0,9337,234530,159621,154178,5443
DE113,Esslingen,1994,88938,58952,31627,1072,12567,16585,2105,1265,2213,1575,2572,227,356,190,1497,685,78,354,561,447,196,88,82,58,0,12444,338428,232038,224290,7748
DE114,Göppingen,1994,43555,32177,12371,439,6098,7982,1125,683,1943,716,743,138,176,71,605,374,25,285,278,222,109,59,27,20,0,6474,176513,116126,110221,5905
DE115,Ludwigsburg,1994,83551,58410,31511,1093,12232,15770,2384,1510,1771,1416,2882,257,310,192,1987,682,68,432,499,375,209,77,66,37,0,12770,330825,226363,217721,8642
DE116,Rems-Murr-Kreis,1994,66041,45059,21705,751,12038,13463,1643,1090,4262,1187,1078,164,278,139,2386,471,66,369,463,378,129,109,38,42,0,12649,277073,180555,173349,7206
DE117,"Heilbronn, Stadtkreis",1994,17157,15767,5387,281,2541,4759,719,333,290,320,335,51,64,33,186,134,14,76,97,64,44,13,13,6,0,2073,81095,50832,48684,2148
DE118,"Heilbronn, Landkreis",1994,51806,39720,15063,525,7575,11054,1674,749,1951,1024,905,108,170,96,1077,378,38,340,349,317,86,50,19,28,0,7685,207469,143230,135102,8128
DE119,Hohenlohekreis,1994,19657,11571,5397,181,2885,3280,466,229,646,349,315,56,81,45,279,207,18,160,162,107,28,32,15,9,0,2738,72525,48528,46175,2353
DE11A,Schwäbisch Hall,1994,32874,21546,9090,309,4351,4228,587,346,1798,458,403,104,142,92,696,204,23,288,233,224,104,37,17,18,0,5187,127794,81913,78172,3741
DE11B,Main-Tauber-Kreis,1994,33988,15619,6471,205,2611,4534,728,335,1057,449,376,105,128,48,368,224,31,178,333,122,39,59,13,16,0,3881,100454,72033,68037,3996
DE11C,Heidenheim,1994,22567,18820,6892,292,2123,5664,416,266,997,300,243,43,74,39,607,155,34,60,110,100,38,18,13,8,0,3105,95958,63602,59879,3723
DE11D,Ostalbkreis,1994,64525,38294,15318,428,5400,7993,976,585,1464,709,945,142,205,62,585,412,50,206,346,291,103,49,27,29,0,6210,220312,147688,139144,8544
DE121,"Baden-Baden, Stadtkreis",1994,10598,5433,3235,143,1698,996,415,203,179,136,183,29,31,23,73,87,7,55,28,55,16,14,5,7,0,1131,39631,24614,23649,965
DE122,"Karlsruhe, Stadtkreis",1994,41603,35141,17584,926,6008,4206,1318,559,1364,379,855,121,91,134,414,210,33,300,128,152,133,31,31,15,0,4950,204701,115343,111736,3607
DE123,"Karlsruhe, Landkreis",1994,84207,53183,21161,617,7806,10514,1856,927,1508,1178,1184,198,213,141,1299,521,44,456,540,417,145,74,44,28,0,8917,291787,199982,188261,11721
DE124,Rastatt,1994,47172,26288,10097,308,4059,5507,997,432,769,641,582,130,117,55,237,304,30,222,200,213,51,43,16,26,0,4068,158489,105707,98496,7211
DE125,"Heidelberg, Stadtkreis",1994,21381,16712,13516,1009,3348,2508,823,320,492,232,567,67,46,106,161,147,20,85,74,57,67,29,22,12,0,2504,95953,63884,61801,2083
DE126,"Mannheim, Stadtkreis",1994,40120,41762,15109,1157,4182,7579,1368,731,449,547,1452,151,123,82,258,257,44,296,119,132,122,41,24,20,0,4848,208190,121780,116125,5655
DE127,Neckar-Odenwald-Kreis,1994,33267,18777,5931,209,2429,3832,2204,292,1022,439,374,64,73,25,342,169,19,187,175,132,42,18,14,11,0,3398,105009,74479,70047,4432
DE128,Rhein-Neckar-Kreis,1994,101132,77006,31041,1253,11814,12146,3211,1178,1523,1425,1772,305,248,163,697,583,74,1109,391,397,177,89,42,51,0,10224,371104,261615,247827,13788
DE129,"Pforzheim, Stadtkreis",1994,17733,11536,4824,235,2412,4102,717,337,287,339,479,47,68,38,252,134,9,83,80,123,55,31,11,11,0,2384,80321,45806,43943,1863
DE12A,Calw,1994,30111,15850,7712,271,3704,4845,791,473,596,496,478,101,94,55,1176,218,26,190,298,473,46,16,17,11,0,4764,105638,71277,68048,3229
DE12B,Enzkreis,1994,31425,24014,10453,319,4646,6964,967,520,680,734,732,98,116,68,1046,288,20,167,278,265,83,43,16,17,0,5171,130803,88409,83959,4450
DE12C,Freudenstadt,1994,24694,12851,4946,177,2563,3277,453,312,694,344,276,72,78,41,984,178,20,109,232,128,19,7,15,12,0,3521,82948,54913,52482,2431
DE131,"Freiburg im Breisgau, Stadtkreis",1994,25716,21134,24749,1059,4008,3103,624,587,1833,325,611,141,85,175,344,219,23,81,102,107,277,22,21,31,0,4984,138409,88237,85377,2860
DE132,Breisgau-Hochschwarzwald,1994,46668,26715,18576,442,6750,4071,780,705,1959,615,657,101,116,102,626,381,22,113,294,208,104,41,26,19,0,6089,166569,116380,110091,6289
DE133,Emmendingen,1994,27647,20401,10590,286,3508,2616,403,407,750,386,552,55,66,42,356,217,27,118,261,152,69,16,16,15,0,3505,107899,73345,68956,4389
DE134,Ortenaukreis,1994,83006,46918,20597,660,7427,7588,2376,862,1569,911,1290,213,210,134,826,635,58,285,733,354,133,75,40,29,0,8357,288997,190681,176929,13752
DE135,Rottweil,1994,30022,15048,5094,244,3023,3439,434,386,2449,436,361,94,113,64,473,219,22,214,235,214,58,19,16,9,0,5382,100302,66978,62686,4292
DE136,Schwarzwald-Baar-Kreis,1994,39615,22472,10449,311,5457,3882,612,613,970,595,630,110,108,64,505,238,95,322,300,327,98,26,30,27,0,5058,147989,92941,87856,5085
DE137,Tuttlingen,1994,29302,13400,6005,181,3380,3191,499,299,721,396,375,90,98,48,299,181,26,301,143,204,41,19,10,7,0,3258,89901,63260,59216,4044
DE138,Konstanz,1994,46744,27478,16373,595,6336,3888,998,682,815,773,1093,171,164,122,471,354,45,260,234,232,130,42,32,44,0,5664,182583,113991,108076,5915
DE139,Lörrach,1994,33480,28189,12520,538,4912,3656,561,723,709,510,662,122,127,152,887,367,15,195,251,185,131,39,22,24,0,5121,150246,93335,88977,4358
DE13A,Waldshut,1994,33723,17161,8493,301,3620,2737,461,405,1727,523,382,89,104,49,457,233,21,110,173,137,58,21,21,23,0,4533,113750,75123,71029,4094
DE141,Reutlingen,1994,50578,30388,15533,601,7083,7952,2156,799,1023,872,845,154,207,125,1081,407,39,248,462,656,109,48,28,26,0,7129,187467,126538,121420,5118
DE142,"Tübingen, Landkreis",1994,32377,23677,17562,884,5147,4785,1317,566,928,707,492,121,111,176,815,325,26,129,281,262,170,35,16,30,0,5190,134569,93836,90939,2897
DE143,Zollernalbkreis,1994,38872,20820,7506,232,4350,4952,1347,476,733,581,603,144,135,62,433,303,31,273,207,249,60,34,24,16,0,4364,137006,87077,82443,4634
DE144,"Ulm, Stadtkreis",1994,18093,14691,7042,312,2646,2836,721,355,538,274,264,71,77,41,198,256,16,77,85,70,54,20,16,9,0,2421,77474,50187,48762,1425
DE145,Alb-Donau-Kreis,1994,43143,20780,8794,228,3705,5168,733,400,1455,511,443,117,108,57,737,253,37,186,279,265,62,31,15,14,0,4970,125297,91639,87521,4118
DE146,Biberach,1994,47526,14134,8166,187,2669,5509,803,398,2206,505,517,87,141,41,372,336,31,267,397,344,76,42,15,18,0,5793,124744,88722,84787,3935
DE147,Bodenseekreis,1994,40403,18960,11577,352,4761,3946,1058,466,2580,551,915,137,147,85,358,275,42,253,282,271,90,42,32,15,0,6541,137377,92011,87598,4413
DE148,Ravensburg,1994,58138,22144,13303,388,4604,6412,1150,561,6356,766,961,162,217,82,576,416,54,201,383,668,123,37,24,18,0,11605,183874,122662,117744,4918
DE149,Sigmaringen,1994,33609,10966,5998,192,2293,3346,580,345,988,379,350,88,110,31,245,194,20,140,206,220,26,33,11,14,0,3400,90408,63630,60384,3246
DE211,"Ingolstadt, Kreisfreie Stadt",1994,20425,9710,3016,219,1062,3574,535,143,595,194,146,48,550,27,78,119,33,50,56,51,23,14,5,9,0,2141,78491,41086,40682,404
DE212,"München, Kreisfreie Stadt",1994,189511,142792,67948,3930,24372,29573,13694,2717,6119,3718,2391,599,6491,618,794,1259,162,450,344,413,444,228,111,93,0,26951,850746,502961,498771,4190
DE213,"Rosenheim, Kreisfreie Stadt",1994,9339,3762,1950,71,664,2488,1282,151,427,98,95,46,623,22,61,81,6,32,35,55,46,13,11,4,0,1806,40976,21617,21362,255
DE214,Altötting,1994,25627,8417,2489,91,1116,3311,519,169,1114,169,126,58,1383,19,27,125,27,26,97,62,31,40,10,8,0,3491,77819,45494,45061,433
DE215,Berchtesgadener Land,1994,22308,6482,3099,84,1047,3702,778,128,1078,134,85,46,849,21,101,80,12,59,89,175,27,11,9,8,0,2912,72000,40766,40412,354
DE216,Bad Tölz-Wolfratshausen,1994,25348,6868,4271,119,1679,3111,3225,191,850,238,163,52,1571,32,63,153,17,36,60,56,30,7,7,7,0,3533,80480,48536,48154,382
DE217,Dachau,1994,23964,9047,3944,139,1590,4574,1739,211,1642,405,242,64,1033,29,81,123,26,30,70,64,27,17,17,10,0,4091,86169,49510,49088,422
DE218,Ebersberg,1994,23158,9205,5100,171,2195,2302,1986,215,983,348,205,55,1113,43,68,134,14,30,58,64,43,25,8,3,0,3409,79388,47897,47526,371
DE219,Eichstätt,1994,27306,11129,2740,112,931,3214,377,101,841,198,119,45,814,14,43,127,13,47,98,109,28,8,4,7,0,2616,79480,48830,48425,405
DE21A,Erding,1994,20988,6595,3051,156,1102,3320,1639,131,1532,227,150,39,1228,15,35,93,12,18,74,103,36,21,7,5,0,3726,73663,40928,40577,351
DE21B,Freising,1994,25339,9511,6076,240,1884,3265,1904,231,1625,383,212,52,1190,48,104,123,18,115,56,75,35,16,13,6,0,4302,96258,52889,52521,368
DE21C,Fürstenfeldbruck,1994,37550,18098,9573,295,4041,4913,3336,440,1740,599,425,113,1641,83,142,232,29,52,81,82,63,25,28,11,0,5786,138480,84237,83592,645
DE21D,Garmisch-Partenkirchen,1994,20778,3930,2409,76,1174,2064,2696,151,1466,159,83,27,784,21,40,110,27,30,64,57,16,47,6,3,0,3091,63913,36526,36218,308
DE21E,Landsberg a. Lech,1994,19840,6802,4039,113,1482,1937,890,158,992,190,203,40,1425,31,78,103,15,27,82,89,20,9,10,5,0,3477,71025,38882,38580,302
DE21F,Miesbach,1994,20668,5705,2813,92,1287,2334,3035,134,512,164,146,38,936,31,41,103,23,39,52,51,17,10,8,3,0,2308,65853,38549,38242,307
DE21G,Mühldorf a. Inn,1994,23752,6322,2227,75,970,3537,1817,146,762,237,155,65,1601,15,44,85,19,29,124,77,30,32,5,4,0,3430,77377,42559,42130,429
DE21H,"München, Landkreis",1994,54065,27542,14637,481,8253,6277,4648,578,2766,888,624,138,1886,120,192,318,39,97,117,159,81,47,24,9,0,8083,202109,124740,123986,754
DE21I,Neuburg-Schrobenhausen,1994,19316,7163,1954,65,773,2472,323,101,486,158,95,34,621,10,36,56,17,32,47,32,30,10,9,1,0,1775,62808,34161,33841,320
DE21J,Pfaffenhofen a. d. Ilm,1994,22584,8700,2810,102,1117,3654,575,125,1106,230,139,47,882,16,56,92,20,45,45,52,37,9,8,6,0,2915,75164,42793,42457,336
DE21K,"Rosenheim, Landkreis",1994,46690,13440,7271,207,2817,8323,5222,449,2118,431,363,112,3449,64,167,288,27,86,176,177,62,33,19,15,0,8036,160105,92841,92006,835
DE21L,Starnberg,1994,25388,9662,7039,183,4368,2315,2647,200,1110,261,229,58,935,56,57,175,19,52,41,57,38,21,13,3,0,3325,88643,55283,54927,356
DE21M,Traunstein,1994,37274,12433,5640,217,1799,4899,1112,242,1885,269,191,83,2621,27,84,169,26,65,138,266,43,11,16,7,0,6143,120430,70137,69517,620
DE21N,Weilheim-Schongau,1994,24740,9063,4127,123,1392,3057,3559,213,1178,264,193,61,1610,35,101,138,10,56,84,107,44,11,16,4,0,4125,87648,50699,50186,513
DE221,"Landshut, Kreisfreie Stadt",1994,12777,5320,2221,76,757,1668,358,170,571,105,75,31,344,8,34,70,8,31,38,29,16,9,5,1,0,1545,45927,24984,24722,262
DE222,"Passau, Kreisfreie Stadt",1994,10004,4353,1679,66,957,1014,526,70,763,65,52,31,246,20,24,44,2,16,31,14,31,3,6,3,0,1421,39289,20151,20020,131
DE223,"Straubing, Kreisfreie Stadt",1994,9151,3423,656,53,346,1263,190,69,844,67,38,21,254,9,20,30,4,17,11,17,11,7,0,3,0,1422,33481,16648,16504,144
DE224,Deggendorf,1994,22497,7856,2025,78,805,3574,399,135,784,189,90,48,867,15,117,83,19,45,58,30,12,20,8,8,0,2528,83189,40095,39762,333
DE225,Freyung-Grafenau,1994,14469,6085,1107,25,484,2147,296,102,755,100,40,49,714,6,26,70,9,18,48,40,8,4,1,8,0,1998,62011,26835,26611,224
DE226,Kelheim,1994,20183,9486,2110,88,821,3715,245,119,841,125,92,43,655,11,33,59,19,52,78,34,19,6,4,3,0,2193,74901,39131,38841,290
DE227,"Landshut, Landkreis",1994,28274,9747,3363,119,1482,4317,551,180,1602,272,129,42,1276,19,94,128,19,53,70,66,33,15,11,6,0,4015,96909,52313,51868,445
DE228,"Passau, Landkreis",1994,34541,13526,2879,95,1343,4710,940,161,2014,215,124,73,1246,16,38,126,29,97,170,61,27,9,9,13,0,4428,134433,63044,62462,582
DE229,Regen,1994,15432,6137,1297,38,435,3331,233,100,649,101,41,24,668,3,44,65,18,14,35,31,23,3,5,6,0,1830,62454,28961,28733,228
DE22A,Rottal-Inn,1994,23622,6929,1681,97,835,3404,442,110,1261,163,70,37,1146,11,44,74,29,70,141,53,20,17,11,9,0,3266,86182,40651,40276,375
DE22B,Straubing-Bogen,1994,22202,6520,1218,56,794,2969,274,101,2183,151,57,28,1013,6,38,45,10,56,37,21,11,8,5,7,0,3777,66955,38212,37810,402
DE22C,Dingolfing-Landau,1994,19210,7165,1482,54,637,2689,243,95,1287,154,58,27,732,14,43,56,13,45,42,38,25,12,4,8,0,2653,63194,34469,34133,336
DE231,"Amberg, Kreisfreie Stadt",1994,8923,5117,1272,64,472,1170,173,114,341,81,54,38,233,4,50,56,11,16,34,28,9,7,2,8,0,1086,33564,18439,18277,162
DE232,"Regensburg, Kreisfreie Stadt",1994,26254,12906,5206,424,1446,3133,489,273,1478,180,135,42,834,37,70,162,38,51,55,30,56,20,6,14,0,3481,95920,53727,53339,388
DE233,"Weiden i. d. OPf.,Kreisfreie Stadt",1994,9264,5570,1052,76,484,1021,159,72,337,96,80,33,232,14,66,49,18,18,16,26,13,14,3,5,0,1092,34457,18948,18718,230
DE234,Amberg-Sulzbach,1994,22748,13252,2492,102,991,2948,279,146,925,217,110,67,717,12,115,102,41,39,113,58,30,26,4,15,0,2737,78932,46050,45549,501
DE235,Cham,1994,27044,9290,1893,69,795,4248,325,149,1095,188,64,46,806,10,101,154,21,34,88,59,26,19,9,13,0,2882,97403,47150,46546,604
DE236,Neumarkt i. d. OPf.,1994,31114,9544,2771,102,1062,3020,385,142,841,230,114,53,803,23,80,116,24,111,79,66,33,15,11,4,0,2745,86819,51201,50743,458
DE237,Neustadt a. d. Waldnaab,1994,22702,12340,1687,85,872,2530,259,119,756,180,112,51,575,15,97,60,21,55,86,49,27,16,5,5,0,2229,74251,43231,42704,527
DE238,"Regensburg, Landkreis",1994,36397,18078,4210,185,1645,5304,522,236,2106,349,171,58,1574,14,91,183,30,69,105,70,41,84,5,14,0,5200,123530,72224,71541,683
DE239,Schwandorf,1994,28913,18067,2632,134,934,4383,439,166,1505,275,97,47,865,21,88,120,39,46,98,58,59,24,7,22,0,3537,107951,59744,59039,705
DE23A,Tirschenreuth,1994,20300,9829,1414,49,724,1890,240,110,563,170,81,34,507,17,33,72,24,57,66,59,14,6,4,3,0,1820,62397,36693,36266,427
DE241,"Bamberg, Kreisfreie Stadt",1994,13197,5993,3284,170,1002,1362,460,173,817,112,94,57,368,19,44,58,7,27,69,38,26,5,13,2,0,1929,54432,27558,27397,161
DE242,"Bayreuth, Kreisfreie Stadt",1994,11805,8714,3263,141,1303,1326,289,134,612,77,117,38,211,26,146,52,21,63,46,38,30,4,5,7,0,1627,57153,28679,28468,211
DE243,"Coburg, Kreisfreie Stadt",1994,8091,6247,1897,122,768,815,187,64,259,80,70,27,107,22,48,23,4,43,15,13,18,7,3,3,0,806,34098,19074,18933,141
DE244,"Hof, Kreisfreie Stadt",1994,8906,6352,1070,70,420,1276,295,75,177,89,52,17,138,14,177,42,5,34,49,22,6,4,2,1,0,904,40052,19470,19293,177
DE245,"Bamberg, Landkreis",1994,31989,11379,3901,119,1366,3623,529,212,1246,371,179,96,1002,30,146,153,21,59,140,73,53,14,11,8,0,3814,100633,57254,56720,534
DE246,"Bayreuth, Landkreis",1994,22787,13744,2861,108,1179,3016,392,157,760,187,120,55,480,22,99,85,23,67,76,60,24,11,5,5,0,2236,81832,46801,46323,478
DE247,"Coburg, Landkreis",1994,18064,15461,2966,125,1110,1984,312,104,402,158,102,50,340,26,61,82,12,82,39,24,23,12,4,12,0,1533,68591,41945,41555,390
DE248,Forchheim,1994,25571,10369,3704,146,1424,3824,394,153,831,253,157,54,554,31,202,101,11,50,91,85,34,10,11,3,0,2631,80585,48519,48063,456
DE249,"Hof, Landkreis",1994,22278,17325,2329,175,905,2662,409,159,510,258,88,71,421,41,465,73,20,56,99,46,23,7,5,6,0,2348,86922,48939,48431,508
DE24A,Kronach,1994,17910,13307,1604,79,549,1661,191,55,223,109,72,37,183,12,79,39,10,29,37,30,21,6,7,4,0,953,60948,36678,36254,424
DE24B,Kulmbach,1994,15002,11737,2248,138,783,2465,261,119,468,154,61,37,288,22,144,41,15,64,50,35,31,6,2,5,0,1542,61266,34448,34176,272
DE24C,Lichtenfels,1994,15633,7963,1900,46,605,1234,214,50,369,113,71,29,336,14,66,63,11,51,66,32,19,4,3,2,0,1299,53508,29166,28894,272
DE24D,Wunsiedel i. Fichtelgebirge,1994,16872,14654,2066,126,739,2236,316,147,394,153,106,61,460,19,109,81,14,71,61,23,31,9,9,7,0,1755,70936,39179,38764,415
DE251,"Ansbach, Kreisfreie Stadt",1994,7227,4429,1344,55,466,820,190,98,791,72,58,19,97,10,60,36,17,26,35,12,18,4,4,2,0,1359,30050,16031,15890,141
DE252,"Erlangen, Kreisfreie Stadt",1994,17473,12186,6740,346,2675,1817,504,307,1156,166,217,89,232,84,186,90,17,71,78,38,71,17,13,8,0,2840,73734,44844,44581,263
DE253,"Fürth, Kreisfreie Stadt",1994,15038,12666,4499,291,1396,3424,464,265,540,231,290,65,243,46,143,97,38,85,80,36,45,21,16,6,0,2247,77637,40507,40025,482
DE254,"Nürnberg, Kreisfreie Stadt",1994,80709,61044,23734,1753,6668,14640,2889,1683,2292,1146,1150,438,1265,197,598,555,123,626,392,119,237,159,59,43,0,11082,356845,204510,202519,1991
DE255,"Schwabach, Kreisfreie Stadt",1994,6663,4383,1767,85,559,1013,160,97,193,78,116,16,128,9,58,31,6,21,35,15,13,5,6,1,0,828,28274,15583,15458,125
DE256,"Ansbach, Landkreis",1994,36554,16811,5714,226,2144,4958,517,270,2651,416,253,95,686,42,363,133,51,215,304,93,66,23,10,13,0,5684,128954,73342,72608,734
DE257,Erlangen-Höchstadt,1994,24577,14367,5863,226,2619,3242,500,234,1142,321,288,82,432,47,167,113,25,157,99,49,46,14,13,9,0,3238,89814,55083,54632,451
DE258,"Fürth, Landkreis",1994,20151,14841,4584,185,1751,3377,538,204,791,288,288,71,376,36,213,118,21,117,121,34,38,22,7,9,0,2754,81143,48545,48181,364
DE259,Nürnberger Land,1994,31119,21784,7035,260,2525,4933,837,372,961,396,337,102,618,48,305,184,29,200,126,57,52,25,21,15,0,3848,123951,72880,72341,539
DE25A,Neustadt a. d. Aisch-Bad Windsheim,1994,19517,9738,2887,113,1262,2872,288,144,1198,170,134,56,347,23,171,90,20,131,133,28,28,8,6,11,0,2698,70611,39752,39375,377
DE25B,Roth,1994,25196,13111,4009,157,1315,2764,419,239,736,283,263,72,483,28,129,144,26,66,116,46,37,15,13,6,0,2702,87825,50063,49673,390
DE25C,Weißenburg-Gunzenhausen,1994,20762,10024,2858,106,987,2547,239,124,958,157,103,52,313,26,116,110,18,55,113,53,24,13,6,4,0,2245,69959,40161,39768,393
DE261,"Aschaffenburg, Kreisfreie Stadt",1994,10850,5802,2464,169,719,1599,249,142,308,102,128,25,154,19,37,75,16,45,46,37,52,6,6,2,0,1200,48019,23301,23052,249
DE262,"Schweinfurt, Kreisfreie Stadt",1994,10549,7701,1680,107,624,1454,242,116,337,95,82,39,143,23,42,43,20,49,37,21,22,8,5,7,0,1089,41164,23701,23446,255
DE263,"Würzburg, Kreisfreie Stadt",1994,23089,12860,8195,384,2485,2996,814,459,1482,265,254,94,314,75,248,115,36,53,93,80,58,19,9,9,0,3663,96951,54957,54486,471
DE264,"Aschaffenburg, Landkreis",1994,33655,16789,6030,284,2017,3871,552,256,1220,390,401,97,528,30,64,221,62,84,166,123,75,38,9,15,0,3779,124472,67834,66977,857
DE265,Bad Kissingen,1994,28745,9526,3227,124,1298,2613,707,175,687,268,131,69,419,25,124,110,52,69,140,49,29,15,16,17,0,2395,83524,49174,48635,539
DE266,Rhön-Grabfeld,1994,23192,6690,2621,107,853,1738,272,127,436,167,90,47,280,9,61,78,34,46,109,46,35,11,10,5,0,1591,63652,37383,37064,319
DE267,Haßberge,1994,20906,10025,2553,126,1250,2161,281,113,740,185,121,62,380,20,76,68,37,61,95,59,40,9,8,8,0,2082,65507,39791,39384,407
DE268,Kitzingen,1994,18065,8256,2776,73,1208,2645,309,146,1116,187,114,44,347,24,169,75,32,109,92,70,35,17,7,9,0,2593,64163,36336,35925,411
DE269,Miltenberg,1994,26330,12533,4465,161,1621,2925,363,190,1290,263,177,55,455,23,47,130,41,117,103,161,34,41,4,11,0,3142,89661,52147,51540,607
DE26A,Main-Spessart,1994,29751,13393,4546,156,1539,3098,563,237,1125,296,223,84,432,23,107,103,33,63,135,74,35,25,7,17,0,3019,98208,56756,56065,691
DE26B,"Schweinfurt, Landkreis",1994,29585,11243,4081,103,1325,2824,339,186,869,335,177,76,445,21,109,111,41,95,146,62,47,29,14,10,0,2773,85929,52802,52273,529
DE26C,"Würzburg, Landkreis",1994,34336,18320,7218,233,2276,3652,675,342,1329,445,304,91,518,47,275,173,44,98,151,75,54,34,16,17,0,4013,114413,71395,70723,672
DE271,"Augsburg, Kreisfreie Stadt",1994,43271,24231,11053,510,2951,8803,1077,528,2436,453,347,144,1507,91,286,279,36,188,247,105,88,43,21,21,0,6820,184574,99612,98716,896
DE272,"Kaufbeuren, Kreisfreie Stadt",1994,8599,3578,1489,51,689,1065,221,140,468,138,87,20,312,13,45,58,12,102,38,37,18,6,4,2,0,1500,31679,17362,17192,170
DE273,"Kempten (Allgäu), Kreisfreie Stadt",1994,11178,5845,2336,82,1171,1626,277,156,952,149,81,41,351,9,127,78,20,40,47,92,12,9,9,5,0,2178,46073,24942,24693,249
DE274,"Memmingen, Kreisfreie Stadt",1994,7268,4085,1359,54,546,1043,207,107,700,72,63,28,166,9,168,43,4,41,50,18,11,7,1,4,0,1492,28976,16194,16054,140
DE275,Aichach-Friedberg,1994,24953,8420,4461,114,1521,3925,517,188,943,278,184,48,969,28,115,140,14,56,83,66,28,31,19,5,0,3195,85225,47434,47106,328
DE276,"Augsburg, Landkreis",1994,43249,18042,8029,235,2794,6215,1058,372,1974,467,353,92,1464,51,195,267,45,149,227,113,50,48,11,11,0,5889,161344,86158,85511,647
DE277,Dillingen a.d. Donau,1994,17971,6786,2120,70,1088,3150,290,105,754,153,107,25,483,25,52,80,23,34,77,47,24,20,7,4,0,2020,64926,33855,33495,360
DE278,Günzburg,1994,23412,8463,2908,117,1205,3249,373,258,1312,231,166,45,725,23,83,138,26,84,118,48,42,21,11,2,0,3333,83946,43466,43060,406
DE279,Neu-Ulm,1994,26157,15039,5674,195,2390,3304,814,304,1345,352,288,82,744,45,240,180,29,142,170,83,51,40,20,4,0,4119,110813,58388,57692,696
DE27A,Lindau (Bodensee),1994,14039,5817,3085,84,1532,1217,599,201,1106,131,131,34,421,21,172,78,21,37,114,131,50,22,7,9,0,2686,54802,29298,29059,239
DE27B,Ostallgäu,1994,28115,8384,4301,88,1844,2529,565,221,1630,229,179,49,1786,24,91,150,16,143,187,116,39,24,10,4,0,4898,92615,51096,50724,372
DE27C,Unterallgäu,1994,30025,7605,3314,111,1571,3257,742,252,2402,327,161,38,1100,22,227,162,45,115,213,140,45,34,14,8,0,5305,95283,52394,51930,464
DE27D,Donau-Ries,1994,28111,11240,3555,86,1228,2575,661,188,994,235,127,43,623,19,87,106,17,103,124,61,40,21,15,10,0,2813,93344,50703,50269,434
DE27E,Oberallgäu,1994,32903,9897,5496,140,2898,2613,604,312,2113,293,225,64,1098,34,200,201,15,67,161,312,53,24,17,10,0,5199,106450,60228,59750,478
DE300,Berlin,1994,375889,372559,189176,211055,42310,44197,11529,21670,7242,11401,6735,6841,949,6073,2043,4739,2035,2253,1203,543,2374,1113,583,635,0,78432,2513128,1343515,1325147,18368
DE411,"Frankfurt (Oder), Kreisfreie Stadt",1994,4258,7764,1595,8685,491,622,242,253,125,270,42,350,26,176,72,89,49,143,27,29,31,46,28,12,0,1768,62140,25801,25425,376
DE412,Barnim,1994,9571,16713,2224,10868,1006,1070,362,386,162,469,109,573,46,246,58,176,155,96,96,90,50,54,32,37,0,2835,114105,45410,44649,761
DE413,Märkisch-Oderland,1994,10670,18367,2083,13768,1728,1266,380,440,210,514,106,723,70,284,108,208,175,149,114,100,44,72,39,41,0,3397,128432,52678,51659,1019
DE414,Oberhavel,1994,11592,20415,2562,12018,1313,1317,399,461,184,578,134,665,64,267,135,205,204,134,110,85,48,69,37,46,0,3426,129315,54006,53042,964
DE415,Oder-Spree,1994,12283,21336,2648,13496,1501,1584,615,530,248,632,164,882,96,403,93,228,186,196,117,82,46,73,65,55,0,4096,143236,58678,57559,1119
DE416,Ostprignitz-Ruppin,1994,8069,12951,1396,5626,1059,649,229,190,143,251,55,426,45,148,118,112,102,115,66,70,36,41,20,25,0,1963,86230,32562,31942,620
DE417,Prignitz,1994,9193,12357,1080,5435,1062,741,248,201,76,266,71,398,61,136,55,86,106,106,90,56,33,37,23,22,0,1823,79725,32541,31939,602
DE418,Uckermark,1994,10973,18670,1957,10954,1049,1124,347,298,97,481,93,745,76,186,54,118,176,140,96,85,43,68,47,43,0,2846,121663,48970,47920,1050
DE421,"Brandenburg an der Havel, Kreisfreie Stadt",1994,5034,9612,1127,5429,697,457,397,277,88,185,73,329,14,107,51,91,54,65,41,34,27,39,15,29,0,1519,70865,24638,24272,366
DE422,"Cottbus, Kreisfreie Stadt",1994,8592,12528,1827,10224,853,592,274,283,115,335,73,401,29,212,47,127,124,83,65,51,81,45,46,23,0,2140,95219,37605,37030,575
DE423,"Potsdam, Kreisfreie Stadt",1994,6178,16668,2914,17627,829,740,330,423,275,357,135,468,35,295,102,158,79,98,43,36,135,35,37,28,0,2739,105571,48598,48025,573
DE424,Dahme-Spreewald,1994,11737,18841,2217,11424,1362,1385,480,404,351,591,124,610,64,217,81,185,171,127,103,101,56,62,43,25,0,3315,109294,51704,50761,943
DE425,Elbe-Elster,1994,14969,15215,1952,6783,1797,1233,385,335,167,576,114,713,80,265,87,225,411,154,137,144,46,64,31,38,0,3587,106659,47000,45921,1079
