NUTSID,NUTSName,CDU,SPD,GRNE,CSU,DIELINKE,FDP,REP,DieTierschutzpartei,FAMILIE,dp,DIEFRAUEN,Volksabstimmung,PBC,CM,AUFBRUCH,DKP,BP,PSG,BSo,Plus,AUF,DVU,DIEGRAUEN,DIEVIOLETTEN,EDE,FBI,VOLKSENTSCHEIDE,FWFREIEWHLER,Newropeans,PIRATEN,RRP,RENTNER,Wahlberechtigte,Whler,Ungltige,Gltige
DE22,Niederbayern,0,31682,21678,193443,6656,24575,4872,2358,1351,12835,568,437,405,501,380,131,5142,47,105,442,238,728,296,691,70,210,311,27045,167,1898,1056,1549,922968,344172,2305,341867
DE23,Oberpfalf,0,43117,25420,183309,7419,22605,4173,2694,1570,8733,645,544,507,552,376,140,3963,62,80,500,275,858,252,545,74,286,1511,31154,140,2236,1210,1481,845409,349056,2625,346431
DE24,Oberfranken,0,59984,30285,165149,8487,32411,5848,2650,1919,3871,627,550,1417,565,448,148,2466,68,60,615,439,925,314,549,93,311,447,34067,140,2528,1104,1478,859173,363134,3171,359963
DE25,Mittelfranken,0,93428,69883,202768,17193,48936,7302,4431,2721,9896,965,899,1920,691,542,306,2286,98,131,1102,818,1894,577,1033,152,484,762,55621,255,4572,2955,2804,1270411,541218,3793,537425
DE26,Unterfranken,0,58127,45628,223814,11515,36175,7404,3189,2458,6125,811,762,939,746,518,172,2111,105,87,801,355,827,442,780,116,400,513,28851,167,3279,1826,2558,1028514,445671,4070,441601
DE27,Schwaben,0,54661,56639,293797,11267,45427,6929,4007,2656,11220,951,1184,1251,1295,711,221,5754,95,182,1085,584,1862,657,1150,154,392,787,25149,218,3617,2380,3008,1335891,543672,4382,539290
DE3,BERLIN,208395,161635,202437,0,126442,74522,8001,11617,5909,2018,3188,1966,1186,746,788,1971,682,713,655,3204,1080,4769,6305,2030,514,851,1025,3932,741,12063,2549,6416,2473787,869339,10989,858350
DE30,Berlin,208395,161635,202437,0,126442,74522,8001,11617,5909,2018,3188,1966,1186,746,788,1971,682,713,655,3204,1080,4769,6305,2030,514,851,1025,3932,741,12063,2549,6416,2473787,869339,10989,858350
DE4,BRANDENBURG,140616,142615,52889,0,162687,46367,4626,9206,13722,1209,2681,1977,1160,711,1097,1565,461,478,419,4453,1094,10621,2172,976,428,1062,1185,2926,446,5637,2864,7966,2127871,635720,9404,626316
DE41,Brandenburg - Nordost,59555,60401,20941,0,77629,19501,2104,4039,6001,520,1160,833,467,290,499,710,191,196,184,2349,507,4424,975,405,184,428,489,1327,194,2102,1198,3430,965586,277156,3923,273233
DE42,Brandenburg - Südwest,81061,82214,31948,0,85058,26866,2522,5167,7721,689,1521,1144,693,421,598,855,270,282,235,2104,587,6197,1197,571,244,634,696,1599,252,3535,1666,4536,1162285,358564,5481,353083
DE5,BREMEN,45886,55064,41476,0,13468,16721,875,1820,881,235,665,416,510,136,149,278,77,65,41,441,114,1301,560,223,80,131,235,615,129,2147,860,2049,488095,189640,1992,187648
DE50,Bremen,45886,55064,41476,0,13468,16721,875,1820,881,235,665,416,510,136,149,278,77,65,41,441,114,1301,560,223,80,131,235,615,129,2147,860,2049,488095,189640,1992,187648
DE6,HAMBURG,128443,109766,88823,0,29181,48225,1527,2905,1493,1054,836,720,806,268,271,521,188,153,123,763,355,1538,794,672,235,261,686,2564,443,5097,1545,2377,1256701,436266,3633,432633
DE60,Hamburg,128443,109766,88823,0,29181,48225,1527,2905,1493,1054,836,720,806,268,271,521,188,153,123,763,355,1538,794,672,235,261,686,2564,443,5097,1545,2377,1256701,436266,3633,432633
DE7,HESSEN,596878,400623,246535,0,63407,207253,20246,14108,7854,2698,4274,4481,4365,2262,1174,1395,1192,435,556,2733,2058,3704,2448,2559,726,1034,1697,11781,1019,14807,3296,11489,4402792,1669822,30735,1639087
DE71,Darmstadt,370322,219261,167677,0,39233,136382,14106,9339,4481,1749,2690,2838,2175,1329,760,933,752,264,371,1731,1180,2134,1587,1707,510,635,1101,7211,783,9759,2215,7250,2643258,1029784,17319,1012465
DE72,Gießen,105793,77067,37180,0,10938,33339,3078,2042,1421,446,737,773,1310,435,169,227,205,84,97,417,411,702,355,394,88,201,272,2651,133,2734,492,1774,796100,291830,5865,285965
DE73,Kassel,120763,104295,41678,0,13236,37532,3062,2727,1952,503,847,870,880,498,245,235,235,87,88,585,467,868,506,458,128,198,324,1919,103,2314,589,2465,963434,348208,7551,340657
DE8,MECKLENBURG-VORPOMMERN,201447,104231,34450,0,146305,47170,8490,7989,15127,831,5232,2477,1032,656,1506,1229,427,553,520,2844,1392,6223,3591,1424,910,1394,2093,4240,408,5032,3628,10152,1403333,653283,30280,623003
DE80,Mecklenburg-Vorpommern,201447,104231,34450,0,146305,47170,8490,7989,15127,831,5232,2477,1032,656,1506,1229,427,553,520,2844,1392,6223,3591,1424,910,1394,2093,4240,408,5032,3628,10152,1403333,653283,30280,623003
DE9,NIEDERSACHSEN,962510,668545,305758,0,97328,251167,15982,21429,14986,3096,5391,5326,5700,2106,1700,1595,1345,592,547,4770,2159,7645,4087,2894,668,1893,2209,9441,1002,19112,13380,18875,6112225,2477550,24312,2453238
DE91,Braunschweig,184121,156378,61063,0,22621,46187,4291,4971,3205,681,1227,1166,1497,380,369,364,289,128,109,901,478,1658,829,618,130,388,501,1262,228,4615,4342,4775,1263689,515315,5543,509772
DE92,Hannover,239263,204368,92433,0,27861,71933,5283,5910,3793,895,1405,1510,1435,651,467,471,405,165,176,1422,629,2184,1290,868,203,520,603,1801,295,5565,3939,5419,1639867,689516,6354,683162
DE93,Lüneburg,206486,129493,74503,0,20339,57749,3269,4796,3700,675,1182,1276,1426,428,410,294,302,135,123,1092,462,2192,999,714,136,430,565,2742,195,3911,2912,4298,1327468,532302,5068,527234
DE94,Weser-Ems,332640,178306,77759,0,26507,75298,3139,5752,4288,845,1577,1374,1342,647,454,466,349,164,139,1355,590,1611,969,694,199,555,540,3636,284,5021,2187,4383,1881201,740417,7347,733070
DEA,NORDRHEIN-WESTFALEN,2091945,1410141,688272,0,252475,678273,52777,52410,33795,9265,13728,12304,11223,6971,3221,4757,2967,1476,1453,10532,5934,15406,8500,7403,1794,6229,4603,19380,2620,45071,14935,34140,13308501,5561960,57960,5504000
DEA1,Düsseldorf,552016,383907,184914,0,74742,196699,17022,15645,9381,2046,3910,3267,2053,1693,887,1639,848,419,456,3369,1350,3997,2636,2081,484,1486,1302,5028,779,12196,4461,9575,3820011,1516485,16197,1500288
DEA2,Köln,519396,320035,208771,0,59521,198599,11920,13486,7545,2812,3434,3533,2499,1675,720,919,771,358,322,2392,1366,3443,2225,2290,545,1138,1230,6239,829,12008,3421,7672,3198993,1416251,15137,1401114
DEA3,Münster,353389,223514,93848,0,36006,94235,6953,6837,5386,1675,2065,1515,1061,976,460,885,407,210,188,1439,875,2072,1096,857,216,705,617,1983,331,6577,1917,4826,1967967,861230,8109,853121
DEA4,Detmold,265580,165482,79328,0,26064,72650,4882,5128,4260,1338,1473,1409,2896,1138,460,387,393,184,158,1091,1206,1751,830,875,181,1404,515,3296,228,5077,1431,3353,1559575,661519,7071,654448
DEA5,Arnsberg,401564,317203,121411,0,56142,116090,12000,11314,7223,1394,2846,2580,2714,1489,694,927,548,305,329,2241,1137,4143,1713,1300,368,1496,939,2834,453,9213,3705,8714,2761955,1106475,11446,1095029
DEB,RHEINLAND-PFALZ,660252,426272,157966,0,57455,184838,32623,24046,14714,4672,5601,4353,5707,2269,1800,962,1325,411,476,4336,1840,3648,2786,2868,549,1533,2348,18487,780,13648,5754,12716,3104297,1726377,69342,1657035
DEB1,Koblenz,261297,155510,50568,0,19896,69852,6587,8259,4945,1168,1856,1577,2588,880,637,351,529,134,161,1627,681,1475,998,1030,178,580,836,5971,224,4314,2148,4670,1173084,637490,25963,611527
DEB2,Trier,103572,47716,22475,0,7483,25732,1866,3078,2136,385,768,471,294,331,255,169,194,63,71,513,254,411,417,378,73,247,233,2538,103,1824,677,1633,406074,238363,12003,226360
DEB3,Rheinhessen-Pfalz,295383,223046,84923,0,30076,89254,24170,12709,7633,3119,2977,2305,2825,1058,908,442,602,214,244,2196,905,1762,1371,1460,298,706,1279,9978,453,7510,2929,6413,1525139,850524,31376,819148
DEC,SAARLAND,162696,120676,34860,0,54570,36536,3172,6619,8396,496,1754,1072,326,748,451,450,246,95,82,1168,723,1675,1014,805,115,484,411,4738,198,3856,1253,3763,809356,474318,20870,453448
DEC0,Saarland,162696,120676,34860,0,54570,36536,3172,6619,8396,496,1754,1072,326,748,451,450,246,95,82,1168,723,1675,1014,805,115,484,411,4738,198,3856,1253,3763,809356,474318,20870,453448
DED,SACHSEN,567231,188503,107621,0,321988,157530,41389,25003,30084,2270,10214,6871,8928,3531,3987,2555,1155,1165,1858,8655,4706,18423,6044,3785,1087,3757,3863,23555,1111,17905,6689,24093,3526777,1677354,71798,1605556
DED99,Sachsen,567231,188503,107621,0,321988,157530,41389,25003,30084,2270,10214,6871,8928,3531,3987,2555,1155,1165,1858,8655,4706,18423,6044,3785,1087,3757,3863,23555,1111,17905,6689,24093,3526777,1677354,71798,1605556
DEE,SACHSEN-ANHALT,213731,132868,39882,0,173385,62900,9055,13117,18784,1586,5386,2315,1507,2092,2248,1955,1007,1023,879,3368,1921,7593,3232,1239,740,1889,2731,4398,499,6113,6662,9968,2035415,769490,35417,734073
DEE0,Sachsen-Anhalt,213731,132868,39882,0,173385,62900,9055,13117,18784,1586,5386,2315,1507,2092,2248,1955,1007,1023,879,3368,1921,7593,3232,1239,740,1889,2731,4398,499,6113,6662,9968,2035415,769490,35417,734073
DEF,SCHLESWIG-HOLSTEIN,308368,200370,109768,0,31715,102891,3109,7548,7494,1194,2095,1454,1484,518,577,696,421,173,179,1873,883,2895,1777,1356,254,592,688,4261,379,7621,3208,7435,2233570,822149,8873,813276
DEF0,Schleswig-Holstein,308368,200370,109768,0,31715,102891,3109,7548,7494,1194,2095,1454,1484,518,577,696,421,173,179,1873,883,2895,1777,1356,254,592,688,4261,379,7621,3208,7435,2233570,822149,8873,813276
DEG,THÜRINGEN,304858,153918,56473,0,232995,80085,21765,16072,23099,1467,7042,4945,1608,1081,2488,1515,627,500,562,4789,2471,8197,2757,1921,390,2270,2204,16855,423,8910,3416,13949,1918215,1017160,37508,979652
DEG0,Thüringen,304858,153918,56473,0,232995,80085,21765,16072,23099,1467,7042,4945,1608,1081,2488,1515,627,500,562,4789,2471,8197,2757,1921,390,2270,2204,16855,423,8910,3416,13949,1918215,1017160,37508,979652
DE,DEUTSCHLAND,8071391,5472566,3194509,1896762,1969239,2888084,347887,289694,252121,134893,86663,69656,80688,39953,31013,25615,55779,9646,10909,68578,37894,111695,57775,46355,11772,30885,39996,442579,14708,229464,102174,212501,62222873,26923614,590170,26333444
