"","country_year","EU.stance.mean","EU.stance.sd","inst.EUS","gen.EUS","nation","year","left.mean","pola.sum","pola.index","rile.sum","rile.pola.index","sum.EUS.vote","p2sum","enop","member","CEE","member.dur","avg.EUS","diff.EUS"
"77","42_09",0.857075929641728,12.583548002692,34.2708333333333,22.8125,42,2009,4.8,15.5728000488281,3.94623872172327,0.593487178893736,0.770381190641189,12.6999998092651,0.182098765432099,5.49152542372881,1995,0,14,28.5416666666667,15.8416668574016
"78","42_96",1.36767807006835,18.4218518989445,41.5463917525773,28.7628865979381,42,1996,5.8,24.5120003540039,4.9509595387161,9.20405462004314,3.0338184883152,27.5,0.27891156462585,3.58536585365854,1995,0,1,35.1546391752577,7.6546391752577
"79","42_99",2.93037691116332,21.1588121647157,34.4062153163152,25.1942286348502,42,1999,4.8,11.0596802642822,3.32560975826723,9.44108553325017,3.07263494955879,23.3999996185303,0.287981859410431,3.47244094488189,1995,0,4,29.8002219755827,6.4002223570524
"80","51_04",-5.21660342812538,23.4992743170007,35.8890701468189,21.6965742251224,51,2004,4,12.2279998540878,3.49685570964657,9.66738841351296,3.10924241793929,15.6000003814697,0.228468113083498,4.37697841726619,1973,0,31,28.7928221859706,13.1928218045009
"81","51_09",-6.3400069583546,23.1258443265288,34.0759075907591,35.1485148514851,51,2009,5.27272727272727,14.1339835369489,3.75951905660137,1.94094661608531,1.39317860164636,22.6999998092651,0.193094135802469,5.17882117882118,1973,0,36,34.6122112211221,11.912211411857
"82","51_79",8.30650901794433,21.3327151739708,27.906976744186,37.5264270613108,51,1979,4,22.5200006103516,4.74552427139,6.99155808014276,2.64415545687896,31.6000003814697,0.592897424173144,1.6866323907455,1973,0,6,32.7167019027484,1.1167015212787
"83","51_84",-2.48189299447195,22.0875178518433,29.3322734499205,35.1351351351351,51,1984,4.71428571428571,24.1317873534377,4.9124115618948,18.0857444028311,4.25273375640083,1.60000002384186,0.465172991921963,2.1497378768021,1973,0,11,32.2337042925278,30.6337042686859
"84","51_89",4.73841062560677,19.6723065867757,28.1198003327787,18.8851913477537,51,1989,3.75,31.2862500359118,5.59341130580541,16.8971566301821,4.11061511579254,1,0.465325407712239,2.14903373730757,1973,0,16,23.5024958402662,22.5024958402662
"85","51_94",-0.817796158790578,25.6415586508092,20.1761409127302,31.2249799839872,51,1994,4.22222222222222,13.2517528720844,3.64029571217565,11.1148394290215,3.33389253411406,0.899999976158142,0.551988373629277,1.81163235998085,1973,0,21,25.7005604483587,24.8005604722006
"86","51_99",-2.75956974029541,21.5650009699429,31.4312441534144,23.0121608980355,51,1999,4.1,11.1523999526501,3.33952091663611,2.82352134856624,1.68033370155045,6.5,0.298718456863522,3.34763379035825,1973,0,26,27.221702525725,20.721702525725
"87","53_04",8.25844745635985,8.35128444803782,14.6186440677966,4.55508474576271,53,2004,5,17.6159998321533,4.19714186466854,2.55960165851419,1.5998755134429,11.1000003814697,0.254437869822485,3.93023255813953,1973,0,31,9.58686440677966,-1.51313597469004
"88","53_09",0.0394754707813239,9.34725539781298,16.1987041036717,8.74730021598272,53,2009,3.66666666666667,13.6937779341804,3.70051049642889,3.26443214553228,1.80677396082971,2.70000004768372,0.223140495867769,4.48148148148148,1973,0,36,12.4730021598272,9.77300211214349
"89","53_79",7.90188264846799,10.865242480742,25.7393209200438,15.3340635268346,53,1979,4,5.03199996948242,2.24321197604739,5.67873227377061,2.383009079666,14.5,0.253333333333333,3.94736842105263,1973,0,6,20.5366922234392,6.0366922234392
"90","53_84",10.1063833236694,NA,24.4086021505376,29.4623655913978,53,1984,2,0,0,0,0,0,0,NA,1973,0,11,26.9354838709677,26.9354838709677
"91","53_89",9.07756765683491,9.89910225039511,13.3404482390608,5.65635005336179,53,1989,3.66666666666667,5.89466674804687,2.42789347955113,6.32306400062944,2.5145703411576,7.59999990463257,0.0755555555555556,13.2352941176471,1973,0,16,9.49839914621129,1.89839924157872
"92","53_94",9.50262031555176,5.4801466401846,6.58153241650295,17.0923379174853,53,1994,5.4,6.79727998962402,2.60715937173469,4.79503902843333,2.18975775565091,1.89999997615814,0.293333333333333,3.40909090909091,1973,0,21,11.8369351669941,9.93693519083598
"93","53_99",4.01744015216829,11.8786742445262,12.7931769722815,3.30490405117271,53,1999,5.66666666666667,4.27377773708767,2.06731171744555,2.74645707854848,1.65724381988544,0,0.0933333333333333,10.7142857142857,1973,0,26,8.0490405117271,8.0490405117271
"94","80_09",1.90690383911133,11.4134701318988,47.0525187566988,11.0396570203644,80,2009,6.4,6.69440004882812,2.58735387004332,5.43422600253979,2.33114263882324,12,0.0679012345679012,14.7272727272727,2007,1,2,29.0460878885316,17.0460878885316
"95","82_04",9.12202795346577,12.051090137662,46.1761858664085,9.19651500484027,82,2004,6.6,28.3900796859741,5.32823419961755,12.2317813408411,3.49739636599014,30,0.232638888888889,4.29850746268657,2004,1,0,27.6863504356244,-2.31364956437561
"96","82_09",0.358989253640174,4.12362959799818,42.9126213592233,13.3009708737864,82,2009,5,34.0479998016357,5.83506639222175,8.47408122345034,2.91102752021521,31.5,0.303719008264463,3.29251700680272,2004,1,5,28.1067961165048,-3.39320388349515
